id,name,description,sale_price,stock_quantity,category_id,image_urls,created_at,updated_at,code,sizes,price,slug
98820a12-3e4c-4239-ad48-4d282f3e470b,Allure Homme Sport,"Notes: Orange, Lemon, Aldehydes, Pepper, Cedar, Vetiver, Tonka Bean, Vanilla & White Musk

A fresh and energetic fragrance with bright citrus and a clean, slightly spicy opening, settling into smooth woods, creamy tonka and soft vanilla. Sporty, elegant and effortlessly masculine.

Best for: Daytime • Work • Casual occasions • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787911666541-c2wlj5xlxxe.PNG""]",2026-08-28 10:08:00.641001,2026-08-28 10:08:00.641001,1011,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,allure-homme-sport
62820b9c-b926-4090-94dd-f91d14869106,Tom Ford Tobacco Vanilla,"Notes: Tobacco Leaf, Vanilla, Cacao, Tonka Bean, Dried Fruits & Woody Notes

A rich and warm fragrance blending sweet vanilla with deep tobacco, creamy cacao and smooth tonka bean. Luxurious, cozy and seductive, with a dark sweetness that feels irresistibly elegant.

Best for: Evening • Dates • Special occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787911775767-log8v8wf01.PNG""]",2026-08-28 10:09:41.234637,2026-08-28 10:09:41.234637,1012,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,tom-ford-tobacco-vanilla
ede8c876-a68a-4b30-aac5-3f4b89fe4e08,Tom Ford Ombre Leather,"Notes: Cardamom, Jasmine, Leather, Amber, Moss & Patchouli

A bold and sophisticated fragrance built around rich leather, warmed by spicy cardamom and softened by smooth jasmine. Dark, confident and effortlessly luxurious, with a powerful leather trail.

Best for: Evening • Special occasions • Dates • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787911851625-zfm7ijg4mim.PNG""]",2026-08-28 10:10:55.662921,2026-08-28 10:10:55.662921,1013,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,tom-ford-ombre-leather
baed42c0-4cd3-4aca-81ce-8eab708a0747,Tom Ford Oud Wood,"Notes: Rosewood, Cardamom, Pepper, Oud, Sandalwood, Vetiver, Tonka Bean, Amber & Vanilla

A smooth and sophisticated fragrance blending spicy cardamom and pepper with rich oud, creamy sandalwood and warm amber. Elegant, refined and quietly luxurious.

Best for: Evening • Special occasions • Formal occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787911912165-2xallkn8uys.PNG""]",2026-08-28 10:11:57.064774,2026-08-28 10:11:57.064774,1014,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,tom-ford-oud-wood
126d8e95-6d6c-4dbd-a571-f876874359ec,Tom Ford Bitter Peach,"Notes: Peach, Blood Orange, Rum, Cognac, Davana, Patchouli, Sandalwood & Vanilla

A juicy and sensual fragrance opening with ripe peach and vibrant blood orange, warmed by rich rum and cognac. Smooth, sweet and seductive, with a warm woody finish that feels luxurious and addictive.

Best for: Evening • Dates • Special occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787911963816-f27d76kv28u.PNG""]",2026-08-28 10:12:48.162273,2026-08-28 10:12:48.162273,1015,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,tom-ford-bitter-peach
9486d6be-7aa5-4603-9fdd-dfa2c08ca854,Tom Ford Neroli Portofino,"Notes: Bergamot, Mandarin, Lemon, Neroli, Orange Blossom, Lavender & Amber

A bright and refreshing fragrance with sparkling citrus, elegant neroli and soft orange blossom. Clean, airy and effortlessly luxurious, like a fresh breeze along the Mediterranean coast.

Best for: Daytime • Summer • Vacations • Casual occasions",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912029526-wg03zgzbpp.PNG""]",2026-08-28 10:13:54.060303,2026-08-28 10:13:54.060303,1016,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,tom-ford-neroli-portofino
b4f49aed-9031-4c7b-9543-77a57f878103,Lv Imagination,"Notes: Bergamot, Lemon, Neroli, Ginger, Cinnamon, Black Tea, Ambrox & Olibanum

A bright and refreshing fragrance with sparkling citrus and spicy ginger, softened by smooth black tea and warm amber. Clean, sophisticated and effortlessly fresh, with an elegant trail that feels luxurious.

Best for: Daytime • Work • Summer • Spring • Casual occasions",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912287679-sl7adkdmrf.PNG""]",2026-08-28 10:18:13.591231,2026-08-28 10:18:13.591231,1017,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,lv-imagination
a32b02bb-f87a-42f8-a5ed-ed7e5e1dd8a8,Lv Pacific Chill,"Notes: Blackcurrant, Lemon, Orange, Apricot, Mint, Basil, Carrot Seed & Fig

A fresh and uplifting fragrance with juicy blackcurrant, bright citrus and cool mint, softened by sweet apricot and creamy fig. Clean, vibrant and refreshing, like a chilled escape on a sunny day.

Best for: Daytime • Summer • Spring • Vacations",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912362894-b9li496pv2e.PNG""]",2026-08-28 10:19:26.859121,2026-08-28 10:19:26.859121,1018,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,lv-pacific-chill
4ad20e2c-233e-416d-bd31-7d779bc2fbfe,Lv Afternoon Swim,"Notes: Bergamot, Orange, Mandarin & Ginger

A bright and refreshing burst of juicy citrus, blending sparkling bergamot, orange and mandarin with a subtle touch of ginger. Fresh, energetic and effortlessly uplifting, like diving into cool water on a sunny day.

Best for: Daytime • Summer • Vacations • Casual occasions",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912408766-bwurcof0r7r.PNG""]",2026-08-28 10:20:13.546092,2026-08-28 10:20:13.546092,1019,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,lv-afternoon-swim
f0c5aa61-7771-425d-b7b9-99219b953348,Lv Umbre Nomade,"Notes: Oud, Raspberry, Saffron, Birch, Incense, Rose & Amberwood

A deep and luxurious fragrance blending rich oud with juicy raspberry, warm saffron and smoky incense. Dark, bold and sophisticated, with a powerful woody trail that leaves a lasting impression.

Best for: Evening • Special occasions • Formal occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912459910-9boxsi96ja7.PNG""]",2026-08-28 10:21:03.573403,2026-08-28 10:21:03.573403,1020,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,lv-umbre-nomade
e855199b-062f-4b85-8e1f-9bc5791c9733,Sauvage,"Notes: Bergamot, Pepper, Ambroxan, Lavender, Geranium, Patchouli, Vetiver & Cedar

A fresh and powerful fragrance with bright bergamot and spicy pepper, settling into a smooth blend of ambroxan, woods and aromatic notes. Clean, bold and effortlessly masculine.

Best for: Daytime • Evening • Dates • All seasons",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912505318-i542ji022eh.PNG""]",2026-08-28 10:21:48.600764,2026-08-28 10:21:48.600764,1021,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,sauvage
87801954-bb2e-47c1-8666-0ce4553ef803,Sauvage Elixir,"Notes: Cinnamon, Nutmeg, Cardamom, Lavender, Licorice, Sandalwood, Amber & Patchouli

A rich and powerful fragrance with warm spices, aromatic lavender and a smooth touch of licorice. Deep, intense and confidently masculine, with a warm woody trail that feels luxurious and unforgettable.

Best for: Evening • Special occasions • Cold weather • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912553334-qrswsbmsx3r.PNG""]",2026-08-28 10:22:38.857956,2026-08-28 10:22:38.857956,1022,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,sauvage-elixir
64097483-f70e-4caf-8554-d9b71701a2c2,Fehrenhite,"Notes: Mandarin, Violet Leaf, Leather, Nutmeg, Clove, Cedar & Vetiver

A bold and distinctive fragrance blending fresh mandarin with green violet leaf, warm spices and rich leather. Deep, masculine and timeless, with a unique character that stands out from the crowd.

Best for: Evening • Casual occasions • Fall & Winter • Cooler days",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912598150-ec4deo68e7u.PNG""]",2026-08-28 10:23:22.5081,2026-08-28 10:23:22.5081,1023,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,fehrenhite
45e27e42-9927-4e07-9243-552cbbb0368b,Dior Homme Intense,"Notes: Iris, Amber, Pear, Lavender, Vetiver & Cedar

A smooth and elegant fragrance with soft iris and juicy pear, warmed by rich amber and balanced with refined woods. Sophisticated, sensual and effortlessly masculine, with a soft powdery finish.

Best for: Evening • Dates • Special occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912650318-00op002wp9ijj.PNG""]",2026-08-28 10:24:22.547814,2026-08-28 10:24:22.547814,1024,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,dior-homme-intense
9b289853-bdee-4f65-97fc-88ccbf4fb0ce,Eternity,"Notes: Lavender, Green Botanicals, Bergamot, Lemon, Sandalwood, Vetiver & Amber

A fresh and timeless fragrance blending crisp citrus and aromatic lavender with smooth woods and warm amber. Clean, classic and effortlessly masculine, with a refined everyday feel.

Best for: Daytime • Work • Casual occasions • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912694526-pm65e5okteo.PNG""]",2026-08-28 10:24:59.084042,2026-08-28 10:24:59.084042,1025,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,eternity
081625fc-4e57-4fb5-921c-7b15310d80e7,Sculpture,"Notes: Lemon, Bergamot, Orange Blossom, Jasmine, Geranium, Vanilla, Tonka Bean & Cedar

A bright and airy fragrance opening with fresh citrus and delicate orange blossom, settling into smooth vanilla and warm tonka bean. Clean, sweet and effortlessly charming, with a soft elegant trail.

Best for: Daytime • Dates • Casual occasions • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912738718-pepjp4iuwgl.PNG""]",2026-08-28 10:25:43.132733,2026-08-28 10:25:43.132733,1026,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,sculpture
070b02f6-4a0b-4c41-9bec-7749c6e17623,Armani Code Black,"Notes: Lemon, Bergamot, Star Anise, Olive Blossom, Guaiac Wood, Leather & Tonka Bean

A smooth and seductive fragrance blending fresh citrus with aromatic star anise, soft olive blossom and a warm touch of leather and tonka bean. Dark, elegant and effortlessly masculine.

Best for: Evening • Dates • Special occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912930047-5bxjyt8vr7j.PNG""]",2026-08-28 10:28:53.600251,2026-08-28 10:28:53.600251,1027,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,armani-code-black
bac08733-7734-41aa-bae6-e75645fbab75,Givenchy Pi,"Notes: Mandarin, Rosemary, Tarragon, Anise, Neroli, Vanilla, Almond, Tonka Bean & Cedar

A warm and comforting fragrance blending fresh citrus and aromatic herbs with creamy vanilla, almond and tonka bean. Smooth, sweet and inviting, with a soft woody warmth that feels effortlessly elegant.

Best for: Evening • Dates • Casual occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787912973391-r3f85bholwc.PNG""]",2026-08-28 10:29:37.110079,2026-08-28 10:29:37.110079,1028,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,givenchy-pi
9cad693f-749e-4b21-9f92-506202280f3e,One Million,"Notes: Blood Mandarin, Grapefruit, Mint, Cinnamon, Rose, Leather, Amber & Woody Notes

A bold and addictive fragrance blending fresh citrus and mint with warm cinnamon, smooth rose and rich leather. Sweet, confident and attention-grabbing, with a warm amber finish.

Best for: Evening • Parties • Dates • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913018551-j0r3sxdhx3.PNG""]",2026-08-28 10:30:22.421938,2026-08-28 10:30:22.421938,1029,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,one-million
23d546b8-d670-4b5a-b5a5-7727a7f5db15,One Million Elixir,"Notes: Apple, Davana, Rose, Cedarwood, Vanilla, Tonka Bean & Patchouli

A rich and addictive fragrance with juicy apple and soft rose, melting into creamy vanilla, warm tonka bean and smooth woods. Sweet, luxurious and confidently masculine, with a deep and irresistible trail.

Best for: Evening • Dates • Parties • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913070110-01r0t032eu52.PNG""]",2026-08-28 10:31:15.022721,2026-08-28 10:31:15.022721,1030,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,one-million-elixir
8d2b1bd6-374d-4c57-8e6c-c2cc61d73d5c,Nishan Hacivat,"Notes: Pineapple, Bergamot, Grapefruit, Jasmine, Patchouli, Cedarwood & Oakmoss

A bright and powerful fragrance opening with juicy pineapple and sparkling citrus, balanced by elegant jasmine and deep woody notes. Fresh, sophisticated and confident, with a distinctive trail that leaves an impression.

Best for: Daytime • Special occasions • Work • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913146031-2h04x9eahoz.PNG""]",2026-08-28 10:32:29.645125,2026-08-28 10:32:29.645125,1031,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,nishan-hacivat
9cdd4464-e3ca-49ec-b5a7-16912c5f29bc,Megamare,"Notes: Bergamot, Lemon, Marine Notes, Seaweed, Calone, Cedarwood, Musk & Amber

A powerful oceanic fragrance with salty marine notes, fresh citrus and a deep touch of seaweed. Raw, intense and mysterious, with an unmistakable scent of the open sea.

Best for: Daytime • Summer • Beach • Vacations",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913188503-sw2uhnfe6r.PNG""]",2026-08-28 10:33:13.002597,2026-08-28 10:33:13.002597,1032,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,megamare
c5ee8450-50da-4d62-a0ff-cb2c24964df4,Blue De Chanel,"Notes: Lemon, Grapefruit, Mint, Ginger, Cedar, Sandalwood, Incense & Amber

A fresh and sophisticated fragrance blending bright citrus and cool mint with smooth woods and warm incense. Clean, elegant and effortlessly masculine, with a refined scent that works anywhere.

Best for: Daytime • Work • Dates • All seasons",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913364446-o7j02nb2tp.PNG""]",2026-08-28 10:36:09.149079,2026-08-28 10:36:09.149079,1033,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,blue-de-chanel
db532e2c-cefe-4aa0-85c5-f4a7762dd252,Silver Scent,"Notes: Lemon, Orange Blossom, Lavender, Cardamom, Geranium, Nutmeg, Tonka Bean & Woods

A fresh and powerful fragrance opening with bright citrus and aromatic lavender, warmed by spicy cardamom and nutmeg. Bold, sweet and masculine, with a warm woody trail that feels confident and distinctive.

Best for: Evening • Dates • Parties • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913413879-b897uowv6f.PNG""]",2026-08-28 10:36:57.008848,2026-08-28 10:36:57.008848,1034,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,silver-scent
c9058dbd-0c9f-4c09-9b9e-a4faa97b7286,Montale Arabian Tonca,"Notes: Saffron, Bergamot, Rose, Oud, Tonka Bean, Sugar, Amber & White Musk

A rich and seductive fragrance blending spicy saffron and rose with deep oud, sweet tonka bean and warm amber. Dark, sweet and powerful, with a luxurious trail that stays unforgettable.

Best for: Evening • Dates • Special occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913453831-35o9hzxihpn.PNG""]",2026-08-28 10:37:38.4342,2026-08-28 10:37:38.4342,1035,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,montale-arabian-tonca
6c8156c0-c3e9-4150-babb-7254977aaf4e,Aqua Di Gio Profondo,"Notes: Marine Notes, Green Mandarin, Bergamot, Rosemary, Lavender, Cypress, Musk & Patchouli

A fresh and aquatic fragrance blending sparkling citrus with cool marine notes and aromatic rosemary. Clean, modern and effortlessly masculine, with a smooth mineral-woody finish.

Best for: Daytime • Work • Casual occasions • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913496151-5ljwbpaj5md.PNG""]",2026-08-28 10:38:20.422119,2026-08-28 10:38:20.422119,1036,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,aqua-di-gio-profondo
d3b4111d-0996-422f-ab12-4fa230d79253,212,"Notes: Green Notes, Bergamot, Mandarin, Cardamom, Pepper, Ginger, Lavender, Sandalwood & Musk

A fresh and energetic fragrance blending crisp green notes and citrus with spicy ginger and cardamom. Clean, youthful and effortlessly masculine, with a smooth woody finish.

Best for: Daytime • Work • Casual occasions • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913649945-t3bntrfg55g.PNG""]",2026-08-28 10:40:54.624041,2026-08-28 10:40:54.624041,1037,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,212
d34e3532-bd52-44d5-80e6-59ff6f9d9247,Verscage Eros Flame,"Notes: Mandarin, Lemon, Black Pepper, Rosemary, Geranium, Rose, Tonka Bean, Vanilla, Sandalwood & Cedarwood

A vibrant and seductive fragrance blending bright citrus with spicy black pepper and aromatic rosemary. Smooth vanilla, tonka bean and warm woods create a rich, confident trail with a fiery edge.

Best for: Evening • Dates • Parties • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913708151-8ir110loys9.PNG""]",2026-08-28 10:41:53.643899,2026-08-28 10:41:53.643899,1038,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,verscage-eros-flame
ad82f730-4123-45f5-ad1d-d6fd0eea3d5b,Spice Bomb Extreme,"Notes: Black Pepper, Cinnamon, Tobacco, Saffron, Lavender, Vanilla & Cumin

A rich and seductive fragrance blending spicy black pepper and cinnamon with warm tobacco and creamy vanilla. Deep, bold and intensely masculine, with a smooth sweetness that feels irresistible.

Best for: Evening • Dates • Special occasions • Fall & Winter",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913753113-j41k501298.PNG""]",2026-08-28 10:42:37.388923,2026-08-28 10:42:37.388923,1039,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,spice-bomb-extreme
1eee735e-8c9b-491c-9763-ce48319aa89a,Ana Al Abyad,"Notes: Bergamot, Orange, Jasmine, Vanilla, Musk, Sandalwood & Amber

A soft and elegant fragrance blending bright citrus with delicate florals, creamy vanilla and warm amber. Clean, smooth and subtly sweet, with a comforting and sophisticated trail.

Best for: Daytime • Dates • Casual occasions • Spring & Summer",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913794000-5rae271grdc.PNG""]",2026-08-28 10:43:17.062382,2026-08-28 10:43:17.062382,1040,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,ana-al-abyad
e379694b-95cf-4a78-8357-6d086fbde46c,Golden Dust,"Notes: Musk, Vanilla, Amber, Rose & Sandalwood

A soft and luxurious fragrance with creamy musk, warm amber and a gentle touch of rose and vanilla. Smooth, clean and comforting, with an elegant sweetness that feels effortlessly refined.

Best for: Daytime • Dates • Casual occasions • All seasons",null,5,null,"[""https://zzhwmxgjuesecmjoigfs.supabase.co/storage/v1/object/public/images/products/1787913833607-ntkct52nxvj.PNG""]",2026-08-28 10:43:56.275995,2026-08-28 10:43:56.275995,1041,"[{""label"":""50ML"",""price"":10},{""label"":""100ML"",""price"":15}]",10,golden-dust
